tier,session,h,block,n,vol,w_eff,w_real,w_impact
top100,midday,30s,181,7800,2176257.0,34238947.17717287,-24818447.02948377,59057394.20665666
top100,midday,30s,182,7370,1922525.0,48971869.998301655,-133376254.22888976,182348124.22719148
top100,midday,30s,183,8879,2529705.0,84926724.69071384,40584981.913686104,44341742.77702779
top100,midday,30s,184,8532,2491114.0,66208924.13822682,-302818426.54768074,369027350.6859078
top100,midday,30s,185,8898,2415781.0,92690768.937554,-65501691.053660356,158192459.99121445
top100,midday,5s,120,20268,4663236.0,100238814.85251644,-39216216.47334229,139455031.3258587
top100,midday,5s,121,17192,4455803.0,106478146.39997125,-9078973.503339974,115557119.90331122
top100,midday,5s,122,25112,6251835.0,83750657.2957871,-36793928.63293607,120544585.92872338
top100,midday,5s,123,19685,5510284.0,95924408.30037588,-47574398.46200115,143498806.7623771
top100,midday,5s,124,16272,4421710.0,98152881.43771587,-77956287.68335193,176109169.12106773
top100,midday,5s,125,15156,4268230.0,92487195.01674691,-8234218.270972941,100721413.28771994
top100,midday,5s,126,14361,3955315.0,91933686.60648811,-10425824.711796913,102359511.31828502
top100,midday,5s,127,14733,4821889.0,272047769.2311215,119321404.10187715,152726365.12924317
top100,midday,5s,128,14170,3851148.0,85860772.63456914,1623713.2981692029,84237059.33640003
top100,midday,5s,129,11636,3279410.0,85200444.99211748,-26941162.5888786,112141607.58099605
top100,midday,5s,130,10942,2889187.0,56234854.97928976,-7666588.40878097,63901443.38807074
top100,midday,5s,131,11941,3387662.0,67917358.92192243,-24474478.11691488,92391837.03883724
top100,midday,5s,132,11984,3628278.0,50883922.31170934,-14580123.615740692,65464045.927450046
top100,midday,5s,133,11329,2540813.0,35890992.683737926,-37393521.95917511,73284514.64291304
top100,midday,5s,134,10476,2874482.0,49540205.320549965,-38991289.44572978,88531494.76627974
top100,midday,5s,135,10293,2472797.0,46819309.44124486,-29098351.690152317,75917661.13139717
top100,midday,5s,136,10209,2992733.0,69476576.70703243,-20111838.55976595,89588415.26679839
top100,midday,5s,137,9054,2258257.0,50168168.271675706,-6252324.291882375,56420492.56355808
top100,midday,5s,138,9823,2667806.0,47547575.51406118,-1514062.475867259,49061637.98992844
top100,midday,5s,139,9122,2414231.0,52895640.467955135,4718118.752643433,48177521.715311736
top100,midday,5s,140,9457,2614105.0,92297233.5243186,-48450388.79959795,140747622.32391682
top100,midday,5s,141,9092,2702170.0,49844384.50051042,-26906809.979759846,76751194.48027024
top100,midday,5s,142,8318,2100574.0,50680995.57547025,-17253728.16629341,67934723.74176368
top100,midday,5s,143,8186,1858439.0,39900950.08596151,-10543125.858478252,50444075.944439776
top100,midday,5s,144,8436,2363402.0,70058588.33188936,-43645565.181903355,113704153.51379263
top100,midday,5s,145,8883,2345601.0,178852402.62509272,-41410244.04696015,220262646.67205256
top100,midday,5s,146,8127,2136723.0,38409138.64479371,-14410497.78377288,52819636.42856668
top100,midday,5s,147,9000,2417753.0,63873368.41742083,-16349760.202168228,80223128.61958912
top100,midday,5s,148,9058,2265660.0,44881191.84374176,-19355765.359563094,64236957.203304894
top100,midday,5s,149,8528,2473806.0,55421303.16241325,-7113310.48961395,62534613.65202724
top100,midday,5s,150,9210,2727027.0,47627348.2143234,-8642956.431756614,56270304.64607999
top100,midday,5s,151,9156,2645909.0,54026738.369767085,-40345071.42401448,94371809.79378156
top100,midday,5s,152,7123,1756503.0,27417385.2918198,-12972423.869143227,40389809.160963
top100,midday,5s,153,7469,1840966.0,33448526.644505903,-12606451.00911611,46054977.65362202
top100,midday,5s,154,7885,1965534.0,40125310.845799,-6088912.879366744,46214223.72516573
top100,midday,5s,155,8232,1833875.0,32089188.471176397,-10122227.329089526,42211415.80026591
top100,midday,5s,156,10074,2832894.0,46478756.21972594,-37290494.955575176,83769251.1753012
top100,midday,5s,157,8845,2160228.0,35926257.51433784,-13362172.698517514,49288430.21285534
top100,midday,5s,158,9641,2957385.0,62828428.6966121,-26579477.19263082,89407905.88924268
top100,midday,5s,159,8740,2259036.0,41696325.83455668,-7278226.595819626,48974552.43037634
top100,midday,5s,160,7853,2189504.0,47208206.62195912,-11200282.650382303,58408489.272341385
top100,midday,5s,161,10313,2555223.0,177442476.30285317,13216845.509061696,164225630.7937922
top100,midday,5s,162,7553,1703170.0,35062215.27812697,-4425820.425006249,39488035.70313322
top100,midday,5s,163,8719,1951347.0,52828128.531092435,12633380.758440863,40194747.77265154
top100,midday,5s,164,6253,1442648.0,40572665.43582765,-15266496.915601667,55839162.35142936
top100,midday,5s,165,7346,1795976.0,22093141.38420479,-7306864.754812188,29400006.13901699
top100,midday,5s,166,6830,1772184.0,41439762.51794366,-62418960.46595972,103858722.98390341
top100,midday,5s,167,7485,1781140.0,21673648.74326188,-12559515.932154045,34233164.675415926
top100,midday,5s,168,10027,2386126.0,38087900.256146975,-22639174.020194784,60727074.27634176
top100,midday,5s,169,7662,1992569.0,65638736.68152199,190405.00035749748,65448331.68116449
top100,midday,5s,170,8376,2034126.0,37062898.0063806,-21644333.13183145,58707231.13821203
top100,midday,5s,171,5845,1360231.0,24000971.23232378,-14966790.53517704,38967761.767500825
top100,midday,5s,172,8254,2109036.0,52569358.89404373,-45448156.508048184,98017515.40209195
top100,midday,5s,173,8233,1746845.0,26139289.048600007,-11653006.899180057,37792295.94778004
top100,midday,5s,174,8187,1916389.0,53886264.70858759,-312464.76933361497,54198729.47792136
top100,midday,5s,175,7424,1946119.0,32905709.10032403,-21609837.581021428,54515546.68134547
top100,midday,5s,176,7337,1765248.0,34889318.44551901,-2590449.9392734044,37479768.384792395
top100,midday,5s,177,7102,1994590.0,37645659.38950183,-2163043.18921968,39808702.57872149
top100,midday,5s,178,6901,1499671.0,31883663.416252762,-13446346.755187301,45330010.171440065
top100,midday,5s,179,8628,2222724.0,38981486.7389711,-16034263.299327765,55015750.038298845
top100,midday,5s,180,9349,2718634.0,53396483.61947803,-50978380.1875312,104374863.80700918
top100,midday,5s,181,7800,2176257.0,34238947.17717287,-19006217.582304534,53245164.75947742
top100,midday,5s,182,7370,1922525.0,48971869.998301655,-16626925.955511296,65598795.953812964
top100,midday,5s,183,8879,2529705.0,84926724.69071387,16291959.791036187,68634764.89967772
top100,midday,5s,184,8532,2491114.0,66208924.13822678,-48422522.71219428,114631446.85042113
top100,midday,5s,185,8898,2415781.0,92690768.937554,-25212394.362261873,117903163.29981591
top100,open,1s,114,35087,9900444.0,273798574.0168955,-54746335.576861754,328544909.59375745
top100,open,1s,115,34156,7627480.0,162791925.46560767,5201482.503389314,157590442.96221825
top100,open,1s,116,28933,6063850.0,125876075.644024,-21733168.128261395,147609243.7722852
top100,open,1s,117,30463,6693316.0,158673308.70996135,1966699.5894710913,156706609.12048987
top100,open,1s,118,23989,6259862.0,190621035.66981617,29287348.083512302,161333687.58630374
top100,open,1s,119,20192,4284695.0,78389362.87732317,-25766755.667803593,104156118.5451267
top100,open,30s,114,35087,9900444.0,273798574.0168957,-434104534.84236765,707903108.8592597
top100,open,30s,115,34156,7627480.0,162791925.46560767,-143808483.1081262,306600408.5737337
top100,open,30s,116,28933,6063850.0,125876075.64402395,-129841111.79029247,255717187.43431672
top100,open,30s,117,30463,6693316.0,158673308.7099614,-146640807.43184718,305314116.1418085
top100,open,30s,118,23989,6259862.0,190621035.66981593,-91739845.74876307,282360881.4185791
top100,open,30s,119,20192,4284695.0,78389362.87732315,-93424926.47329408,171814289.35061723
top100,open,5s,114,35087,9900444.0,273798574.0168957,-162981679.46410355,436780253.4809993
top100,open,5s,115,34156,7627480.0,162791925.46560767,-50175784.92024232,212967710.3858499
top100,open,5s,116,28933,6063850.0,125876075.64402397,-40296392.20200049,166172467.84602454
top100,open,5s,117,30463,6693316.0,158673308.7099614,-61915622.644980356,220588931.35494137
top100,open,5s,118,23989,6259862.0,190621035.66981596,-32800470.25094329,223421505.92075935
top100,open,5s,119,20192,4284695.0,78389362.87732317,-42703143.29771758,121092506.17504074
